trade_id,candidate,sess,expiry,spot,settle,vix,rsi,em,lot,structure,spread_type,short_strike,wing_strike,short_fill,wing_fill,credit_pts,wing_width,max_risk,gross,brokerage,stt,exchange_fees,gst,stamp_duty,sebi,slippage,total_costs,net
95,C1_TREND_AUTO_1.8SD_W200,2025-05-22,2025-05-29,24609.7,24833.6,17.55,59.86782699237355,505.5,75,spread,BULL_PUT,23700.0,23500.0,14.76,10.13,4.63,200.0,14652.75,347.25,40.0,1.11,0.93,7.37,0.02,0.0,15.0,64.43,282.82
96,C1_TREND_AUTO_1.8SD_W200,2025-05-29,2025-06-05,24833.6,24750.9,18.02,56.052965904535746,523.76,75,spread,BULL_PUT,23900.0,23700.0,10.12,6.52,3.6,200.0,14730.0,270.0,40.0,0.76,0.62,7.31,0.01,0.0,15.0,63.71,206.29
97,C1_TREND_AUTO_1.8SD_W200,2025-06-05,2025-06-12,24750.9,24888.2,15.75,52.34091238730007,456.26,75,spread,BULL_PUT,23950.0,23750.0,15.65,9.58,6.07,200.0,14544.75,455.25,40.0,1.17,0.95,7.37,0.02,0.0,15.0,64.51,390.74
98,C1_TREND_AUTO_1.8SD_W200,2025-06-12,2025-06-19,24888.2,24793.25,13.67,62.540138423518954,398.2,75,spread,BULL_PUT,24150.0,23950.0,16.6,9.88,6.72,200.0,14496.0,504.0,40.0,1.24,0.99,7.38,0.02,0.0,15.0,64.64,439.36
99,C1_TREND_AUTO_1.8SD_W200,2025-06-19,2025-06-26,24793.25,25549.0,14.28,52.167620613579764,414.38,75,spread,BULL_PUT,24050.0,23850.0,33.45,23.17,10.28,200.0,14229.0,771.0,40.0,2.51,2.12,7.58,0.05,0.0,15.0,67.27,703.73
100,C1_TREND_AUTO_1.8SD_W200,2025-06-26,2025-07-03,25549.0,25405.3,12.96,60.94054446849849,387.54,75,spread,BULL_PUT,24850.0,24650.0,26.27,16.9,9.37,200.0,14297.25,702.75,40.0,1.97,1.62,7.49,0.04,0.0,15.0,66.12,636.63
101,C1_TREND_AUTO_1.8SD_W200,2025-07-03,2025-07-10,25405.3,25355.25,12.45,61.344148533251044,370.2,75,spread,BULL_PUT,24750.0,24550.0,13.16,7.97,5.19,200.0,14610.75,389.25,40.0,0.99,0.79,7.34,0.02,0.0,15.0,64.14,325.11
102,C1_TREND_AUTO_1.8SD_W200,2025-07-10,2025-07-17,25355.25,25111.45,11.94,60.61161780024753,354.33,75,spread,BULL_PUT,24700.0,24500.0,11.22,7.32,3.9,200.0,14707.5,292.5,40.0,0.84,0.7,7.33,0.02,0.0,15.0,63.88,228.62
103,C1_TREND_AUTO_1.8SD_W200,2025-07-17,2025-07-24,25111.45,25062.1,11.24,51.047264820045,330.35,75,spread,BULL_PUT,24500.0,24300.0,10.77,6.57,4.2,200.0,14685.0,315.0,40.0,0.81,0.65,7.32,0.01,0.0,15.0,63.79,251.21
104,C1_TREND_AUTO_1.8SD_W200,2025-07-24,2025-07-31,25062.1,24768.35,10.52,52.290459686342714,308.58,75,spread,BULL_PUT,24500.0,24300.0,12.66,7.77,4.89,200.0,14633.25,366.75,40.0,0.95,0.77,7.34,0.02,0.0,15.0,64.07,302.68
105,C1_TREND_AUTO_1.8SD_W200,2025-07-31,2025-08-07,24768.35,24596.15,11.21,43.253072706755916,324.97,75,spread,BEAR_CALL,25350.0,25550.0,15.35,6.37,8.98,200.0,14326.5,673.5,40.0,1.15,0.81,7.35,0.01,0.0,15.0,64.33,609.17
106,C1_TREND_AUTO_1.8SD_W200,2025-08-07,2025-08-14,24596.15,24631.3,11.96,38.16396518977688,344.3,75,spread,BEAR_CALL,25200.0,25400.0,8.62,3.31,5.31,200.0,14601.75,398.25,40.0,0.65,0.45,7.28,0.01,0.0,15.0,63.38,334.87
107,C1_TREND_AUTO_1.8SD_W200,2025-09-02,2025-09-09,24579.6,24868.6,11.29,45.49939848687614,324.79,75,spread,BEAR_CALL,25150.0,25350.0,9.37,3.81,5.56,200.0,14583.0,417.0,40.0,0.7,0.49,7.29,0.01,0.0,15.0,63.5,353.5
108,C1_TREND_AUTO_1.8SD_W200,2025-09-09,2025-09-16,24868.6,25239.1,10.84,50.387692355409506,315.51,75,spread,BEAR_CALL,25450.0,25650.0,6.08,2.96,3.12,200.0,14766.0,234.0,40.0,0.46,0.34,7.26,0.01,0.0,15.0,63.06,170.94
109,C1_TREND_AUTO_1.8SD_W200,2025-09-16,2025-09-23,25239.1,25169.5,10.4,59.00735048227971,307.22,75,spread,BULL_PUT,24700.0,24500.0,11.61,7.37,4.24,200.0,14682.0,318.0,40.0,0.87,0.71,7.33,0.02,0.0,15.0,63.93,254.07
110,C1_TREND_AUTO_1.8SD_W200,2025-10-07,2025-10-14,25108.3,25145.5,10.19,55.258740519054015,299.45,75,spread,BULL_PUT,24550.0,24350.0,7.93,5.01,2.92,200.0,14781.0,219.0,40.0,0.59,0.49,7.29,0.01,0.0,15.0,63.38,155.62
111,C1_TREND_AUTO_1.8SD_W200,2025-10-20,2025-10-28,25843.15,25936.2,11.63,69.33520215408102,351.77,75,spread,BULL_PUT,25200.0,25000.0,11.66,8.78,2.88,200.0,14784.0,216.0,40.0,0.87,0.77,7.34,0.02,0.0,15.0,64.0,152.0
112,C1_TREND_AUTO_1.8SD_W200,2025-11-11,2025-11-18,25694.95,25910.05,12.3,52.07867877762285,369.91,75,spread,BULL_PUT,25050.0,24850.0,12.56,8.02,4.54,200.0,14659.5,340.5,40.0,0.94,0.77,7.34,0.02,0.0,15.0,64.07,276.43
113,C1_TREND_AUTO_1.8SD_W200,2025-11-18,2025-11-25,25910.05,25884.8,11.79,65.1207621696002,357.54,75,spread,BULL_PUT,25250.0,25050.0,14.11,8.68,5.43,200.0,14592.75,407.25,40.0,1.06,0.85,7.35,0.02,0.0,15.0,64.29,342.96
114,C1_TREND_AUTO_1.8SD_W200,2025-11-25,2025-12-02,25884.8,26032.2,13.24,57.376222612463465,401.12,75,spread,BULL_PUT,25150.0,24950.0,5.98,4.26,1.72,200.0,14871.0,129.0,40.0,0.45,0.38,7.27,0.01,0.0,15.0,63.11,65.89
115,C1_TREND_AUTO_1.8SD_W200,2025-12-02,2025-12-09,26032.2,25839.65,11.63,61.66021502830133,354.35,75,spread,BULL_PUT,25400.0,25200.0,6.58,4.36,2.22,200.0,14833.5,166.5,40.0,0.49,0.41,7.27,0.01,0.0,15.0,63.19,103.31
116,C1_TREND_AUTO_1.8SD_W200,2025-12-09,2025-12-16,25839.65,25860.1,11.13,51.16205784765629,336.6,75,spread,BULL_PUT,25250.0,25050.0,8.87,5.72,3.15,200.0,14763.75,236.25,40.0,0.67,0.55,7.3,0.01,0.0,15.0,63.53,172.72
117,C1_TREND_AUTO_1.8SD_W200,2025-12-16,2025-12-23,25860.1,26177.15,10.25,53.67667329588778,310.24,75,spread,BULL_PUT,25300.0,25100.0,9.12,5.77,3.35,200.0,14748.75,251.25,40.0,0.68,0.56,7.3,0.01,0.0,15.0,63.56,187.69
118,C1_TREND_AUTO_1.8SD_W200,2025-12-30,2026-01-06,25938.85,26178.7,9.72,49.059957733449686,295.09,65,spread,BULL_PUT,25400.0,25200.0,5.48,3.81,1.67,200.0,12891.45,108.55,40.0,0.36,0.3,7.25,0.01,0.0,13.0,60.92,47.63
119,C1_TREND_AUTO_1.8SD_W200,2026-01-06,2026-01-13,26178.7,25732.3,10.02,58.7850455287297,307.01,65,spread,BULL_PUT,25650.0,25450.0,6.33,4.11,2.22,200.0,12855.7,144.3,40.0,0.41,0.34,7.26,0.01,0.0,13.0,61.02,83.28
120,C1_TREND_AUTO_1.8SD_W200,2026-02-10,2026-02-17,25935.15,25725.4,12.19,56.03380116923706,370.02,65,spread,BULL_PUT,25250.0,25050.0,14.26,11.08,3.18,200.0,12793.3,206.7,40.0,0.93,0.82,7.35,0.02,0.0,13.0,62.12,144.58
121,C1_TREND_AUTO_1.8SD_W200,2026-02-17,2026-02-24,25725.4,25424.65,13.33,50.31798452442426,401.36,65,spread,BEAR_CALL,26450.0,26650.0,7.18,4.26,2.92,200.0,12810.2,189.8,40.0,0.47,0.37,7.27,0.01,0.0,13.0,61.11,128.69
122,C1_TREND_AUTO_1.8SD_W200,2026-03-02,2026-03-10,24865.7,24261.6,13.7,39.94689378459508,398.71,65,spread,BEAR_CALL,25600.0,25800.0,32.75,16.95,15.8,200.0,11973.0,1027.0,40.0,2.13,1.62,7.49,0.03,0.0,13.0,64.27,962.73
123,C1_TREND_AUTO_1.8SD_W200,2026-04-13,2026-04-21,23842.65,24576.6,18.85,54.22788185576764,526.02,65,spread,BEAR_CALL,24800.0,25000.0,16.95,7.92,9.03,200.0,12413.05,586.95,40.0,1.1,0.81,7.35,0.02,0.0,13.0,62.27,524.68
124,C1_TREND_AUTO_1.8SD_W200,2026-04-21,2026-04-28,24576.6,23995.7,18.79,57.23931796624087,540.49,65,spread,BULL_PUT,23600.0,23400.0,31.8,20.96,10.84,200.0,12295.4,704.6,40.0,2.07,1.71,7.51,0.04,0.0,13.0,64.34,640.26
125,C1_TREND_AUTO_1.8SD_W200,2026-05-05,2026-05-12,24032.8,23379.55,18.3,52.17498042775994,514.75,65,spread,BEAR_CALL,24950.0,25150.0,9.92,4.96,4.96,200.0,12677.6,322.4,40.0,0.64,0.48,7.29,0.01,0.0,13.0,61.43,260.97
126,C1_TREND_AUTO_1.8SD_W200,2026-05-12,2026-05-19,23379.55,23618.0,18.55,46.09430097908129,507.6,65,spread,BEAR_CALL,24300.0,24500.0,23.13,13.89,9.24,200.0,12399.4,600.6,40.0,1.5,1.2,7.42,0.03,0.0,13.0,63.15,537.45
127,C1_TREND_AUTO_1.8SD_W200,2026-05-19,2026-05-26,23618.0,23913.7,19.63,45.25379394589898,542.63,65,spread,BEAR_CALL,24600.0,24800.0,7.68,4.61,3.07,200.0,12800.45,199.55,40.0,0.5,0.4,7.27,0.01,0.0,13.0,61.18,138.37
128,C1_TREND_AUTO_1.8SD_W200,2026-06-02,2026-06-09,23483.55,23242.1,16.54,40.259951611074705,454.61,65,spread,BEAR_CALL,24300.0,24500.0,11.91,6.32,5.59,200.0,12636.65,363.35,40.0,0.77,0.59,7.31,0.01,0.0,13.0,61.69,301.66
129,C1_TREND_AUTO_1.8SD_W200,2026-06-16,2026-06-23,23989.15,23824.1,14.35,56.326493959732616,402.91,65,spread,BULL_PUT,23250.0,23050.0,12.41,7.52,4.89,200.0,12682.15,317.85,40.0,0.81,0.65,7.32,0.01,0.0,13.0,61.79,256.06
130,C1_TREND_AUTO_1.8SD_W200,2026-06-30,2026-07-07,23865.75,24398.7,13.61,53.89038625129299,380.16,65,spread,BULL_PUT,23200.0,23000.0,7.78,5.22,2.56,200.0,12833.6,166.4,40.0,0.51,0.42,7.28,0.01,0.0,13.0,61.21,105.19
131,C1_TREND_AUTO_1.8SD_W200,2026-07-07,2026-07-14,24398.7,24052.05,11.82,64.11032609473654,337.54,65,spread,BULL_PUT,23800.0,23600.0,10.22,5.32,4.9,200.0,12681.5,318.5,40.0,0.66,0.5,7.29,0.01,0.0,13.0,61.47,257.03
132,C1_TREND_AUTO_1.8SD_W200,2026-07-14,2026-07-21,24052.05,24187.7,13.28,55.88648392044407,373.84,65,spread,BULL_PUT,23400.0,23200.0,23.63,12.79,10.84,200.0,12295.4,704.6,40.0,1.54,1.18,7.41,0.02,0.0,13.0,63.16,641.44
133,C1_TREND_AUTO_1.8SD_W200,2026-07-21,2026-07-28,24187.7,23985.35,12.98,55.58227916136037,367.46,65,spread,BULL_PUT,23550.0,23350.0,15.7,8.53,7.17,200.0,12533.95,466.05,40.0,1.02,0.79,7.34,0.02,0.0,13.0,62.17,403.88
134,C1_TREND_AUTO_1.8SD_W200,2026-07-28,2026-08-04,23985.35,24614.9,12.66,49.54538979586155,355.4,65,spread,BULL_PUT,23350.0,23150.0,10.32,6.42,3.9,200.0,12746.5,253.5,40.0,0.67,0.54,7.3,0.01,0.0,13.0,61.53,191.97
135,C1_TREND_AUTO_1.8SD_W200,2026-08-04,2026-08-11,24614.9,24471.7,11.93,66.86891282851559,343.7,65,spread,BULL_PUT,24000.0,23800.0,20.09,9.78,10.31,200.0,12329.85,670.15,40.0,1.31,0.97,7.38,0.02,0.0,13.0,62.67,607.48
136,C1_TREND_AUTO_1.8SD_W200,2026-08-11,2026-08-18,24471.7,24154.9,12.25,60.20989418384112,350.86,65,spread,BULL_PUT,23850.0,23650.0,8.87,4.86,4.01,200.0,12739.35,260.65,40.0,0.58,0.45,7.28,0.01,0.0,13.0,61.31,199.34
137,C1_TREND_AUTO_1.8SD_W200,2026-08-18,2026-08-25,24154.9,24334.55,11.33,49.26186126854643,320.31,65,spread,BULL_PUT,23600.0,23400.0,8.42,4.91,3.51,200.0,12771.85,228.15,40.0,0.55,0.43,7.28,0.01,0.0,13.0,61.27,166.88
138,C1_TREND_AUTO_1.8SD_W200,2026-08-25,2026-09-01,24334.55,24055.8,11.53,47.85040777363575,328.39,65,spread,BULL_PUT,23750.0,23550.0,8.37,5.87,2.5,200.0,12837.5,162.5,40.0,0.54,0.46,7.28,0.01,0.0,13.0,61.3,101.2
139,C1_TREND_AUTO_1.8SD_W200,2026-09-01,2026-09-08,24055.8,23635.1,11.19,43.6984492682669,315.06,65,spread,BEAR_CALL,24600.0,24800.0,7.63,4.31,3.32,200.0,12784.2,215.8,40.0,0.5,0.39,7.27,0.01,0.0,13.0,61.16,154.64
