strategy,cycle_idx,entry_dt,exit_dt,dte,lot,spot_entry,spot_exit,legs_count,leg1_id,leg1_type,leg1_strike,leg1_in,leg1_out,leg1_vol,leg2_id,leg2_type,leg2_strike,leg2_in,leg2_out,leg2_vol,gross,costs,net,stt,turnover_fees,sebi_charges,stamp_duty,gst,slippage,variance_reconciliation,hist_margin,vix
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,40,2025-06-13,2025-06-19,6,75,24718.6,24793.25,2,50998,PE,24700.0,188.5,0.35,1589335,50990,PE,24500.0,113.9,0.2,1602846,-5583.75,179.54,-5763.29,0.04,7.96,0.0228,0.6799999999999999,15.84,75.0,9.094947017729282e-13,5595.0,15.08
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,41,2025-06-20,2025-06-26,6,75,25112.4,25549.0,2,62402,PE,25100.0,150.75,0.3,839190,62396,PE,24900.0,86.5,0.25,1477750,-4814.999999999999,177.37,-4992.369999999999,0.04,6.25,0.0178,0.53,15.530000000000001,75.0,9.094947017729282e-13,4818.75,13.67
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,42,2025-06-27,2025-07-03,6,75,25637.8,25405.3,2,56985,PE,25650.0,133.95,242.75,926621,56842,PE,25450.0,65.8,42.15,598692,9933.750000000002,206.28,9727.470000000001,21.37,12.72,0.0364,0.44999999999999996,16.7,75.0,1.8189894035458565e-12,5111.249999999999,12.39
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,43,2025-07-04,2025-07-10,6,75,25461.0,25355.25,2,40048,PE,25450.0,125.9,89.4,1261697,40037,PE,25250.0,56.55,0.4,972570,1473.75,185.0,1288.75,6.74,7.140000000000001,0.0204,0.41000000000000003,15.690000000000001,75.0,0.0,5201.250000000001,12.32
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,44,2025-07-11,2025-07-17,6,75,25149.85,25111.45,2,47286,PE,25150.0,104.6,38.1,1869090,47274,PE,24950.0,44.4,0.15,580792,-1668.75,178.43,-1847.18,2.8699999999999997,4.92,0.013999999999999999,0.33999999999999997,15.29,75.0,2.2737367544323206e-13,4515.0,11.82
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,45,2025-07-18,2025-07-24,6,75,24968.4,25062.1,2,49486,PE,24950.0,96.2,0.2,1914657,49478,PE,24750.0,41.6,0.15,641240,-4091.25,174.03,-4265.28,0.02,3.63,0.0103,0.31,15.06,75.0,9.094947017729282e-13,4095.0,11.39
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,46,2025-07-25,2025-07-31,6,75,24837.0,24768.35,2,55794,PE,24850.0,119.3,54.6,2488278,55786,PE,24650.0,49.25,0.5,829833,-1196.249999999999,180.85000000000002,-1377.099999999999,4.13,5.869999999999999,0.0167,0.38,15.46,75.0,9.094947017729282e-13,5253.75,11.28
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,47,2025-08-01,2025-08-07,6,75,24565.35,24596.15,2,39842,PE,24550.0,138.8,2.7,1418223,39799,PE,24350.0,69.5,0.2,743734,-5010.000000000002,176.64,-5186.640000000002,0.21000000000000002,5.54,0.0158,0.47,15.4,75.0,1.8189894035458565e-12,5197.500000000001,11.98
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,48,2025-08-08,2025-08-14,6,75,24363.3,24631.3,2,44465,PE,24350.0,106.6,0.15,1832773,44457,PE,24150.0,48.45,0.15,760853,-4361.249999999999,174.6,-4535.849999999999,0.02,4.08,0.0116,0.35,15.14,75.0,9.094947017729282e-13,4361.249999999999,12.03
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,49,2025-08-18,2025-08-21,3,75,24876.95,25083.75,2,47217,PE,24900.0,92.45,0.15,3492117,47206,PE,24700.0,33.2,0.1,1492725,-4440.0,173.61,-4613.61,0.02,3.3000000000000003,0.0094,0.28,15.0,75.0,9.094947017729282e-13,4443.75,12.34
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,50,2025-08-22,2025-08-28,6,75,24870.1,24500.9,2,71969,PE,24850.0,91.05,354.35,1539600,71961,PE,24650.0,35.55,153.7,615872,10886.250000000002,227.5,10658.750000000002,38.11,16.66,0.0476,0.28,17.41,75.0,3.637978807091713e-12,4162.5,11.73
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,51,2025-08-29,2025-09-02,4,75,24426.85,24579.6,2,48928,PE,24450.0,79.75,0.25,4388701,48914,PE,24250.0,23.75,0.15,1480327,-4192.5,172.89,-4365.39,0.03,2.73,0.0078,0.22999999999999998,14.89,75.0,0.0,4200.0,11.75
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,52,2025-09-03,2025-09-09,6,75,24715.05,24868.6,2,40578,PE,24700.0,96.8,0.15,1644407,40567,PE,24500.0,39.05,0.15,3032913,-4331.249999999999,173.95999999999998,-4505.209999999999,0.02,3.5700000000000003,0.0102,0.31,15.05,75.0,0.0,4331.25,10.93
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,53,2025-09-10,2025-09-16,6,75,24973.1,25239.1,2,44667,PE,24950.0,80.1,0.15,2579054,44637,PE,24750.0,31.0,0.1,653976,-3678.749999999999,173.14,-3851.889999999999,0.02,2.9299999999999997,0.0083,0.25,14.93,75.0,1.3642420526593924e-12,3682.4999999999995,10.54
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,54,2025-09-17,2025-09-23,6,75,25330.25,25169.5,2,47764,PE,25350.0,89.75,176.9,1877212,47756,PE,25150.0,34.75,0.75,645617,9086.25,192.39,8893.86,13.33,7.93,0.0227,0.28,15.830000000000002,75.0,0.0,4125.0,10.25
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,55,2025-09-24,2025-09-30,6,75,25056.9,24611.1,2,60482,PE,25050.0,79.55,436.6,2819682,60468,PE,24850.0,28.55,236.2,693940,11205.000000000002,244.35,10960.650000000001,50.45,20.5,0.0586,0.24,18.1,75.0,1.8189894035458565e-12,3825.0,10.52
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,56,2025-10-01,2025-10-07,6,75,24836.3,25108.3,2,38372,PE,24850.0,85.2,0.1,809944,38360,PE,24650.0,30.75,0.1,1926231,-4083.750000000001,173.29,-4257.040000000001,0.02,3.0500000000000003,0.0087,0.26,14.95,75.0,9.094947017729282e-13,4083.75,10.29
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,57,2025-10-08,2025-10-14,6,75,25046.15,25145.5,2,42678,PE,25050.0,95.3,0.2,3564698,42668,PE,24850.0,32.15,0.1,1153575,-4728.75,173.67000000000002,-4902.42,0.02,3.36,0.0096,0.28,15.0,75.0,0.0,4736.25,10.31
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,58,2025-10-15,2025-10-20,5,75,25323.55,25843.15,2,45261,PE,25300.0,69.75,0.1,3792649,45253,PE,25100.0,28.85,0.1,1468933,-3067.5000000000005,172.71,-3240.2100000000005,0.02,2.59,0.0074,0.22,14.870000000000001,75.0,4.547473508864641e-13,3067.5,10.53
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,59,2025-10-21,2025-10-28,7,75,25868.6,25936.2,2,58973,PE,25850.0,108.25,1.3,394255,58954,PE,25650.0,49.4,0.2,129176,-4331.250000000001,174.8,-4506.050000000001,0.11,4.18,0.0119,0.35,15.149999999999999,75.0,1.8189894035458565e-12,4413.75,11.3
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,60,2025-10-29,2025-11-04,6,75,26053.9,25597.65,2,47693,PE,26050.0,109.3,450.75,1886134,47675,PE,25850.0,51.35,249.45,775597,10751.25,249.03,10502.22,52.52,22.6,0.0646,0.37,18.48,75.0,0.0,4346.25,11.97
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,61,2025-11-06,2025-11-11,5,75,25509.7,25694.95,2,40096,PE,25500.0,83.55,0.15,3256435,40082,PE,25300.0,28.0,0.1,1061452,-4162.499999999999,173.15,-4335.649999999999,0.02,2.9400000000000004,0.0084,0.25,14.93,75.0,1.8189894035458565e-12,4166.25,12.41
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,62,2025-11-12,2025-11-18,6,75,25875.8,25910.05,2,44296,PE,25900.0,114.65,0.85,2335813,44280,PE,25700.0,53.55,0.15,1232681,-4530.000000000001,175.1,-4705.100000000001,0.06999999999999999,4.4399999999999995,0.0127,0.38,15.2,75.0,9.094947017729282e-13,4582.500000000001,12.11
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,63,2025-11-19,2025-11-25,6,75,26052.65,25884.8,2,52951,PE,26050.0,134.2,164.8,766444,52896,PE,25850.0,65.25,1.0,1188431,7113.750000000002,193.62,6920.130000000002,12.43,9.59,0.0274,0.44999999999999996,16.13,75.0,2.7284841053187847e-12,5171.249999999999,11.97
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,64,2025-11-26,2025-12-02,6,75,26205.3,26032.2,2,46804,PE,26200.0,121.6,175.9,1609693,46796,PE,26000.0,57.65,1.65,2400390,8272.5,194.19,8078.31,13.309999999999999,9.37,0.0267,0.4,16.09,75.0,9.094947017729282e-13,4796.25,11.97
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,65,2025-12-03,2025-12-09,6,75,25986.0,25839.65,2,41904,PE,26000.0,111.55,159.6,3060636,41876,PE,25800.0,44.4,0.4,1653433,6903.75,191.57,6712.18,12.0,8.3,0.0237,0.35,15.9,75.0,0.0,5036.25,11.21
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,66,2025-12-10,2025-12-16,6,75,25758.0,25860.1,2,48211,PE,25750.0,106.9,0.1,2300881,48198,PE,25550.0,43.2,0.1,887022,-4777.500000000001,174.44,-4951.9400000000005,0.02,3.95,0.0112,0.33999999999999997,15.120000000000001,75.0,9.094947017729282e-13,4777.5,10.91
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,67,2025-12-17,2025-12-23,6,75,25818.55,26177.15,2,56991,PE,25800.0,88.75,0.1,3842242,56977,PE,25600.0,31.5,0.1,986185,-4293.750000000001,173.43,-4467.180000000001,0.02,3.16,0.0091,0.27,14.969999999999999,75.0,9.094947017729282e-13,4293.75,9.84
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,68,2025-12-24,2025-12-30,6,75,26142.1,25938.85,2,65634,PE,26150.0,74.95,213.1,1977571,65620,PE,25950.0,20.1,14.2,526997,10803.749999999998,196.66000000000003,10607.089999999998,17.04,8.459999999999999,0.0242,0.22000000000000003,15.920000000000002,75.0,0.0,4113.75,9.19
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,69,2025-12-31,2026-01-06,6,65,26129.6,26178.7,2,40476,PE,26150.0,87.45,0.5,1469211,40462,PE,25950.0,30.75,0.1,1548347,-3659.5000000000005,162.87,-3822.3700000000003,0.04,2.7,0.0077,0.23,14.89,65.0,0.0,3685.5,9.48
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,70,2026-01-07,2026-01-13,6,65,26140.75,25732.3,2,46192,PE,26150.0,89.55,413.45,4369078,46174,PE,25950.0,27.4,213.3,1225194,8969.999999999998,220.38,8749.619999999999,40.730000000000004,16.92,0.048299999999999996,0.22000000000000003,17.46,65.0,1.8189894035458565e-12,4039.75,9.95
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,71,2026-01-14,2026-01-20,6,65,25665.6,25232.5,2,47612,PE,25650.0,107.75,383.9,2935470,47598,PE,25450.0,45.15,175.3,947345,9489.999999999998,215.22,9274.779999999999,36.34,16.21,0.0463,0.3,17.33,65.0,1.8189894035458565e-12,4069.0,11.32
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,72,2026-01-21,2026-01-27,6,65,25157.5,25175.4,2,58675,PE,25150.0,143.3,6.9,3302032,58652,PE,24950.0,77.45,0.5,1958320,-3864.25,166.46,-4030.71,0.48,5.1899999999999995,0.0149,0.43000000000000005,15.34,65.0,9.094947017729282e-13,4280.250000000001,13.78
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,73,2026-01-28,2026-02-03,6,65,25342.75,25727.55,2,49800,PE,25350.0,200.85,0.4,1150319,49790,PE,25150.0,123.7,0.3,723231,-5008.249999999999,168.84,-5177.089999999999,0.05,7.4,0.0212,0.63,15.739999999999998,65.0,1.8189894035458565e-12,5014.749999999999,13.53
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,74,2026-02-04,2026-02-10,6,65,25776.0,25935.15,2,42537,PE,25800.0,160.75,0.2,2696375,42527,PE,25600.0,86.1,0.15,1666884,-4849.000000000002,166.55,-5015.550000000002,0.02,5.62,0.0161,0.48,15.41,65.0,1.8189894035458565e-12,4852.25,12.25
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,75,2026-02-11,2026-02-17,6,65,25953.85,25725.4,2,48235,PE,25950.0,110.35,223.3,3348674,48227,PE,25750.0,49.2,23.1,784743,9038.25,186.64999999999998,8851.6,16.009999999999998,9.23,0.0264,0.32,16.07,65.0,0.0,3974.7499999999995,11.55
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,76,2026-02-18,2026-02-24,6,65,25819.35,25424.65,2,64865,PE,25800.0,116.95,378.85,1867426,64857,PE,25600.0,56.95,177.5,2206011,9187.750000000002,215.57,8972.180000000002,36.17,16.61,0.0474,0.34,17.4,65.0,1.8189894035458565e-12,3900.0,12.22
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,77,2026-02-25,2026-03-02,5,65,25482.5,24865.7,2,54964,PE,25500.0,142.5,640.4,4349589,54908,PE,25300.0,74.35,441.25,1692730,8515.0,265.08000000000004,8249.92,70.31,29.54,0.0844,0.42000000000000004,19.73,65.0,1.8189894035458565e-12,4429.75,13.49
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,78,2026-03-04,2026-03-10,6,65,24480.5,24261.6,2,45508,PE,24500.0,317.95,247.35,1408572,45489,PE,24300.0,245.75,45.6,1678173,8420.75,202.61,8218.14,19.04,19.49,0.055600000000000004,1.1,17.92,65.0,0.0,4692.999999999999,21.14
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,79,2026-03-11,2026-03-17,6,65,23866.85,23581.15,2,57790,PE,23850.0,275.55,255.6,534434,57763,PE,23650.0,200.45,49.5,343855,8514.999999999998,201.19,8313.809999999998,19.83,17.77,0.0507,0.93,17.61,65.0,3.637978807091713e-12,4881.500000000002,21.06
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,80,2026-03-18,2026-03-24,6,65,23777.8,22912.4,2,62615,PE,23800.0,228.3,890.6,1976437,62601,PE,23600.0,152.25,692.2,1331577,7952.7499999999945,315.87,7636.879999999995,102.88,44.66,0.1276,0.75,22.46,65.0,2.7284841053187847e-12,4943.250000000001,18.72
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,81,2026-03-25,2026-03-30,5,65,23306.45,22331.4,2,54511,PE,23300.0,272.65,984.2,1172393,54501,PE,23100.0,196.9,779.9,610474,8355.750000000004,335.09000000000003,8020.6600000000035,114.66,50.81,0.1452,0.91,23.57,65.0,0.0,4923.749999999998,24.64
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,82,2026-04-01,2026-04-07,6,65,22679.4,23123.65,2,40745,PE,22700.0,294.7,0.15,1107183,40735,PE,22500.0,213.3,0.15,1071490,-5291.0,174.1,-5465.1,0.02,11.57,0.0331,0.99,16.490000000000002,65.0,0.0,5290.999999999998,25.01
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,83,2026-04-08,2026-04-13,5,65,23997.35,23842.65,2,54815,PE,24000.0,209.3,152.7,1789029,54805,PE,23800.0,131.2,1.15,1244716,4774.249999999997,183.38,4590.869999999997,10.0,11.25,0.032100000000000004,0.6699999999999999,16.43,65.0,2.7284841053187847e-12,5076.500000000002,19.7
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,84,2026-04-15,2026-04-21,6,65,24231.3,24576.6,2,63429,PE,24250.0,229.75,0.15,1038547,63421,PE,24050.0,152.2,0.1,336507,-5037.5,170.44,-5207.94,0.02,8.690000000000001,0.024800000000000003,0.75,15.96,65.0,9.094947017729282e-13,5040.750000000001,18.67
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,85,2026-04-22,2026-04-28,6,65,24378.1,23995.7,2,72322,PE,24400.0,231.5,406.95,2147903,72272,PE,24200.0,147.25,205.25,700859,7634.249999999999,226.6,7407.649999999999,39.79,22.54,0.0644,0.74,18.47,65.0,9.094947017729282e-13,5476.25,18.3
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,86,2026-04-29,2026-05-05,6,65,24177.65,24032.8,2,74168,PE,24200.0,189.6,178.65,1969245,74154,PE,24000.0,111.1,2.85,1725857,6324.500000000001,184.77,6139.7300000000005,11.799999999999999,10.97,0.0313,0.59,16.380000000000003,65.0,9.094947017729282e-13,5102.5,17.44
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,87,2026-05-06,2026-05-12,6,65,24330.95,23379.55,2,41785,PE,24350.0,160.3,970.5,311773,41761,PE,24150.0,90.85,769.25,1550728,8567.000000000004,326.57,8240.430000000004,113.08,45.3,0.1294,0.49,22.57,65.0,3.637978807091713e-12,4514.250000000001,16.68
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,88,2026-05-13,2026-05-19,6,65,23412.6,23618.0,2,51349,PE,23400.0,193.4,0.15,2540758,51321,PE,23200.0,120.95,0.1,1253415,-4705.999999999999,168.5,-4874.499999999999,0.02,7.15,0.0205,0.62,15.690000000000001,65.0,1.8189894035458565e-12,4709.25,19.43
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,89,2026-05-20,2026-05-26,6,65,23659.0,23913.7,2,72166,PE,23650.0,198.0,0.15,591793,72020,PE,23450.0,120.15,0.1,937634,-5056.999999999999,168.61,-5225.609999999999,0.02,7.25,0.0207,0.62,15.7,65.0,1.8189894035458565e-12,5060.25,18.44
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,90,2026-05-27,2026-06-02,6,65,23907.15,23483.55,2,57047,PE,23900.0,125.5,423.2,2785103,57039,PE,23700.0,57.6,227.6,869754,8300.5,224.5,8076.0,42.3,18.97,0.0542,0.35,17.82,65.0,1.8189894035458565e-12,4413.5,14.98
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,91,2026-06-03,2026-06-09,6,65,23405.6,23242.1,2,42296,PE,23400.0,148.35,151.3,1689626,42285,PE,23200.0,83.6,0.35,2673556,5603.000000000001,180.03,5422.970000000001,9.85,8.73,0.025,0.44999999999999996,15.969999999999999,65.0,1.8189894035458565e-12,4208.75,16.28
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,92,2026-06-10,2026-06-16,6,65,23214.95,23989.15,2,50566,PE,23200.0,158.8,0.1,1753852,50550,PE,23000.0,84.3,0.1,1395005,-4842.500000000001,166.44,-5008.9400000000005,0.02,5.529999999999999,0.0158,0.47,15.399999999999999,65.0,0.0,4842.500000000001,15.63
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,93,2026-06-17,2026-06-23,6,65,24085.7,23824.1,2,56377,PE,24100.0,161.3,255.05,1392510,56359,PE,23900.0,78.3,48.35,1185575,8040.499999999999,194.2,7846.299999999999,19.72,12.350000000000001,0.0353,0.45999999999999996,16.63,65.0,0.0,5395.000000000001,13.19
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,94,2026-06-24,2026-06-30,6,65,24021.65,23865.75,2,71473,PE,24000.0,118.15,140.9,2561834,79712,PE,23800.0,55.4,1.9,2237253,4956.25,177.51999999999998,4778.73,9.28,7.1899999999999995,0.020499999999999997,0.34,15.69,65.0,0.0,4078.7500000000005,13.39
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,95,2026-07-01,2026-07-07,6,65,24005.85,24398.7,2,44621,PE,24000.0,131.7,0.15,3340150,44613,PE,23800.0,62.5,0.1,1342948,-4494.749999999998,165.03,-4659.779999999998,0.02,4.42,0.0127,0.38,15.2,65.0,2.7284841053187847e-12,4497.999999999999,13.24
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,96,2026-07-08,2026-07-14,6,65,23882.05,24052.05,2,51365,PE,23900.0,198.0,0.3,1739037,51356,PE,23700.0,115.4,0.15,1272815,-5359.249999999999,168.49,-5527.739999999999,0.03,7.14,0.0204,0.62,15.68,65.0,1.8189894035458565e-12,5369.0,14.68
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,97,2026-07-15,2026-07-21,6,65,24078.5,24187.7,2,57345,PE,24100.0,178.9,0.3,2029863,57337,PE,23900.0,92.6,0.15,930975,-5599.75,167.29000000000002,-5767.04,0.03,6.1899999999999995,0.017599999999999998,0.53,15.52,65.0,0.0,5609.500000000001,13.27
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,98,2026-07-22,2026-07-28,6,65,23996.25,23985.35,2,63940,PE,24000.0,161.8,27.3,3186486,63930,PE,23800.0,81.35,0.15,1250608,-3464.500000000001,168.94,-3633.440000000001,1.78,6.15,0.0176,0.48,15.510000000000002,65.0,1.3642420526593924e-12,5229.250000000001,13.29
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,99,2026-07-29,2026-08-04,6,65,24250.2,24614.9,2,65807,PE,24250.0,135.75,1.1,1375726,65696,PE,24050.0,63.65,0.2,423971,-4628.000000000001,165.25,-4793.250000000001,0.08,4.56,0.0131,0.38,15.219999999999999,65.0,1.8189894035458565e-12,4686.5,12.01
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,100,2026-08-05,2026-08-11,6,65,24624.65,24471.7,2,41016,PE,24600.0,136.35,134.4,3701998,41008,PE,24400.0,60.8,1.8,1777191,3708.250000000001,177.62,3530.630000000001,8.86,7.58,0.0217,0.39,15.77,65.0,9.094947017729282e-13,4910.75,12.06
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,101,2026-08-12,2026-08-18,6,65,24435.95,24154.9,2,45109,PE,24450.0,126.3,261.45,1129531,45101,PE,24250.0,51.55,62.5,1221009,8072.999999999998,194.31,7878.689999999998,21.049999999999997,11.41,0.032600000000000004,0.35,16.46,65.0,2.7284841053187847e-12,4858.75,11.69
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,102,2026-08-19,2026-08-25,6,65,24078.3,24334.55,2,61622,PE,24100.0,109.1,0.7,2995866,61586,PE,23900.0,41.9,0.2,897969,-4335.499999999999,163.84,-4499.339999999999,0.060000000000000005,3.46,0.0098,0.29,15.02,65.0,9.094947017729282e-13,4367.999999999999,11.32
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,103,2026-08-26,2026-09-01,6,65,24207.75,24055.8,2,46994,PE,24200.0,52.95,156.85,1848955,46986,PE,24000.0,17.55,12.25,1034495,7097.999999999999,176.97,6921.029999999999,11.0,5.449999999999999,0.0155,0.13,15.38,65.0,9.094947017729282e-13,2301.0000000000005,10.57
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,104,2026-09-02,2026-09-08,6,65,23914.45,23635.1,2,42636,PE,23900.0,116.2,265.95,2958819,42628,PE,23700.0,50.0,74.25,1496643,8157.5,195.48000000000002,7962.02,22.119999999999997,11.52,0.0329,0.33,16.48,65.0,0.0,4303.0,11.59
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,105,2026-09-09,2026-09-15,6,65,23431.5,23118.6,2,47296,PE,23450.0,95.7,298.15,2150772,47288,PE,23250.0,40.6,98.3,630668,9408.75,199.79,9208.96,25.77,12.120000000000001,0.0346,0.27,16.59,65.0,1.8189894035458565e-12,3581.5,11.92
